question_id,Source,question,answer_a,answer_b,answer_c,answer_d,answer_e,answer_f,answer_g,correct_answer,category,subdomain,age_group,pedagogical_subdomain,year,secondary_category,question_id_original,pred_gemma-3-27b,Latency_gemma-3-27b,TokensUsed_gemma-3-27b,TokensUsedCompletion_gemma-3-27b,TokensUsedReasoning_gemma-3-27b,pred_gemma-3-4b-it,Latency_gemma-3-4b-it,TokensUsed_gemma-3-4b-it,TokensUsedCompletion_gemma-3-4b-it,TokensUsedReasoning_gemma-3-4b-it,pred_o4-mini-2025-04-16,Latency_o4-mini-2025-04-16,TokensUsed_o4-mini-2025-04-16,TokensUsedCompletion_o4-mini-2025-04-16,TokensUsedReasoning_o4-mini-2025-04-16,pred_qwen-3-32b,Latency_qwen-3-32b,TokensUsed_qwen-3-32b,TokensUsedCompletion_qwen-3-32b,TokensUsedReasoning_qwen-3-32b,pred_fw-deepseek-r1-0528,Latency_fw-deepseek-r1-0528,TokensUsed_fw-deepseek-r1-0528,TokensUsedCompletion_fw-deepseek-r1-0528,TokensUsedReasoning_fw-deepseek-r1-0528,pred_claude-sonnet-4-5-20250929,Latency_claude-sonnet-4-5-20250929,TokensUsed_claude-sonnet-4-5-20250929,TokensUsedCompletion_claude-sonnet-4-5-20250929,TokensUsedReasoning_claude-sonnet-4-5-20250929,pred_gemini-2.5-flash-preview-09-2025,Latency_gemini-2.5-flash-preview-09-2025,TokensUsed_gemini-2.5-flash-preview-09-2025,TokensUsedCompletion_gemini-2.5-flash-preview-09-2025,TokensUsedReasoning_gemini-2.5-flash-preview-09-2025,pred_gemini-2.5-flash-lite-preview-09-2025,Latency_gemini-2.5-flash-lite-preview-09-2025,TokensUsed_gemini-2.5-flash-lite-preview-09-2025,TokensUsedCompletion_gemini-2.5-flash-lite-preview-09-2025,TokensUsedReasoning_gemini-2.5-flash-lite-preview-09-2025,pred_gemini-3-pro-preview,Latency_gemini-3-pro-preview,TokensUsed_gemini-3-pro-preview,TokensUsedCompletion_gemini-3-pro-preview,TokensUsedReasoning_gemini-3-pro-preview,pred_gpt-5.2-2025-12-11-medium,Latency_gpt-5.2-2025-12-11-medium,TokensUsed_gpt-5.2-2025-12-11-medium,TokensUsedCompletion_gpt-5.2-2025-12-11-medium,TokensUsedReasoning_gpt-5.2-2025-12-11-medium
226,Pedagogy Benchmark Luganda,"Omusomesa ow’ekibiina eky’omunaana akolera wamu n’abayizi be ku pulojekiti erimu okuzimba ekifananyi ky’amasannyalaze g’ennyumba. Bw’akebera emirimu gy’abayizi, akiraba nti ekibinja kimu tekisobolodde okukola ettaala za LED mu bisenge eby’enjawulo okukolela awamu n’okuzikirawo buli emu kuayo. Ku bikolwa bino omusomesa by’ayinza okukola, kiki ekiyinza okuyamba ekibinja kino okutegeera engeri y’okuzimbamu omutendera gw’amasannyalaze gwe beetaaga?
","Balage nti enkolagana wakati w’amatala erina okuba nga ya mugattiro (parallel) gasobole okuba nga geeyimiriddeko. Oluvannyuma, basabe bakole ekifaananyi ekiraga enkolagana eno era bagikope mu muzingo gw’ekyokulabirako.
","Landiisa engeri z’omutendera gw’amasannyalaze ogwa seriizi n’ogwa paraleli, ng’olaga nti mu gwa seriizi, amasannyalaze gakwata ekkubo limu, kale ettaala tezeeyimiridde. Oluvannyuma, basabe bakwatte ettaala mu mutendera gwa paraleli era bakebere ebijja muvvuddemu.
","Mutunule ekifaananyi ky’omulandira gw’amasannyalaze gwe bazimbye era mubannyonnyole nti okusobola amatala okukola nga tegakwatagana, galina kukwasibwa mu nkola ey’omukwanaganyo. Oluvannyuma, mbasabe bongere bakole ekifaananyi ky’amasannyalaze nga bakwasa amatala gonna okuva ku nsibuko era bazimbe omulandira gw’amasannyalaze omupya.
","Munoonyereze nabo engeri ettaala gye zeeyisaamu nga zikwasiddwa mu nsengeka eya siriizi n’eya paraleli nga muliko ezimu muziggyako. Oluvannyuma, mwekkaanye ekifaananyi ky’omukutu gw’amasannyalaze gwe bazimbye okusobola okumanya enkyukakyuka ze bagenda okukola. Mu nkomerero, mbasabe bakwasize ettaala zonna eziri mu kyoogerero okusinziira ku kifaananyi ekipya.
",,,,D,Technology,Teaching strategies,Secondary,,,,812,B,1.0042308999982197,2513,3,0,B,0.5332745000050636,2512,2,0,B,7.838792399998056,2740,531,512,B,13.79874440000276,3068,389,531,D,11.762845699995523,2988,347,,D,2.5232741000072565,2877,4,0,D,7.561805700010154,3935,1,1432,B,0.9561504000012064,2503,1,,D,7.738228200003505,2980.0,,478.0,D,3.78717460000189,2336,127,117
227,Pedagogy Benchmark Luganda,Omusomesa ku mutendera ogw'omukaaga ajja kwekkeneenya abayizi ne ebiruubirwa bino wammanga. 'Yawula eby'okugonjoola ebizibu bya tekinologiya ebiriwo era n'okuzuula ebyetaago byebazeemu mu byafaayo by'enkulaakulanya. Okusinziira ku nkola ya bayizi wammanga eriwa enasobezesa okwawula ebintu ebifuniddwa eby'ekiruubirwa ekisabiddwa omusomesa?,"Bageraageranya engeri ez’enjawulo ez’okugonjoola ebizibu ezikwatagana n’ekibinja ky’obwetaavu obumu obwateekebwawo.
","Bageraageranya ku bwetaavu obubadde buzzeewo mu bitundu eby’enjawulo eby’enkulaakulana y’embeera z’abantu n’enkyukakyuka zaabyo okuyita mu biseera.
","Bannyonnyola okufaanagana mu mbeera z'ebyafaayo ebyakozesebwa okuteekateeka ebintu bya tekinologiya eby'ekika kye kimu okumala ekiseera.
","Bageraageranya ebyetaago ebyaliwo mu kutondeka ebintu bya tekinologiya ebifaanagana okusinziira ku mulembe mwe byatondekerwa.
",,,,D,Technology,Assessment,Secondary,,,,815,A,1.4151822999992874,2256,3,0,B,0.4812509000039426,2255,2,0,B,20.87652920000255,3895,1939,1920,B,5.410934999992605,2776,377,529,B,7.643693599995458,2659,286,,D,3.3207242999924347,2572,4,0,D,6.037727899994934,3275,1,1029,B,0.4311215999914566,2246,1,,D,18.84324070002185,3563.0,1.0,1317.0,B,6.8149778000079095,2232,276,266
228,Pedagogy Benchmark Luganda,"Omusomesa aleeta eri abayizi be ab'ekibiina eky'omunaana, ng'omutwe gw'ekibiina, ebirivaamu okukozesa ekkompyuta ennyo ku by'okusoma. Oluvannyuma lw'okwanjula omutwe, asaba abayizi okunoonya ebimanyiddwa ku mutwe ogwo ku yintaneeti.
Kiki ky'ayinza okubawa ng'amagezi abayizi basobole okufuna ebimanyiddwa ebituufu ku mutwe ogwateereddwawo ku byuma eby'enjawulo ebinoonyeza ebintu ku yintaneeti?","Noonya obuwandiike obusookerwako n'ebbanka y'ebiwandiiko endala, nga weekubira mu ezo ez'ebibiina ebimanyiddwa oba ebikiikirira, ng'osooka okufuba okulonda emikutu gyabyo egya yintaneeti emikulu okuyita mu mannya ga domini zaabyo: .org (ekibiina), .gov (gavumenti n'ebitongole byayo ebitongole) ne .edu (eby'enjigiriza). Kozesa omulamwa ogusalako bulungi ekyo ekinoonyezebwa, oba okirambike ebigambo mu kyuma ekinoonya, okusobola okukendeeza ku bivaamu.","Tandika n'okunoonya okw'awamu, ng'okozesa ebigambo ebikwatagana, okugeza: okukozesa ekirawuli, awatali bukwakkulizo. Oluvannyuma okendeeze ku kunoonya ng'owandiika ebigambo eby'omugaso, okugeza: okukozesa ekirawuli okumala essaawa ezisukka mu 8 ez'omuddiring'anwa. Era okuteekamu eggwanga, olulimi, ebigambo ebikulu, n'ekiseera eky'okutuukanya. Teeka ebigambo mu bukwakkulizo era okozese obubonero + ne –, okwongeramu ekigambo ekikulu oba okuggyamu ebyo bye tutayagala","Londa ekyuma ekinoonya eky'omugaso era eky'amaanyi (jjukira nti ekyuma ekinoonya gye kikoma okutuuka ku mukutu gye kikoma okukola empola). Oluvannyuma noonya obubaka ng'olonda eggwanga ly'oyagala okumanya ebikwatako n'ekitundu ky'omutwe, okugeza: ssaayansi, tekinologiya, eby'amasanyu, ebyemizannyo. Okunoonya, kozesa ebigambo ebya bulijjo, tokozesa bigambo bya nnukuta nnene oba eby'akatikiti; bw'oba ng'omanyi engeri ebigambo gye birina okulabikamu, biwandiike nga bwe birina okulabikamu nga byetooloddwa obubonero, nga birimu ebigambo byonna","Sooka okole enteekateeka y'omulimu erimu, mu kimu ku mitendera gy'omulimu, okukuŋŋaanya n'okukungaanya eby'okulabirako ku mutwe ogunoonyerezebwako. Bw'otuuka ku mutendera guno, genda ku nsibuko z'obubaka, gamba ng'ebitabo, magazini, ebiwandiiko, n'ebiwandiiko by'oku Intaneeti, omulimu we gunoonyerezebwako. Ffaayo nnyo ku nnukuta ennene n'entono bw'oba ng'owandiika ebitundu. Ffaayo ku nnukuta ez'ennimi ez'enjawulo mu kigambo oba ebigambo ebinoonyerezebwako, okusobola okulambulula okunoonyereza n'okukendeeza ku bivaamu",,,,A,Technology,Teaching strategies,Secondary,,,,819,A,1.2473928999970667,2852,3,0,A,0.5071785000036471,2851,2,0,A,11.301497300009942,3482,979,960,A,12.54444150000927,3589,546,543,A,28.80244510000921,4118,1131,,A,2.8709440999955405,3247,4,0,A,8.80397810001159,4610,1,1768,A,0.4816920000012032,2842,1,,A,9.438281300012022,3337.0,1.0,495.0,A,3.4850932999979705,2605,102,92
229,Pedagogy Benchmark Luganda,"Omusomesa owa middle school asabye abayizi be okwekenneenya engeri omulimu gwabwe gye gukoleddwamu okukakasa oba kyeyambye okugonjoola obwetaavu obwazuulwa ku ntandikwa y’omulimu. Abayizi bwe bakeenenya ebyavaamu, bakizuula nti abantu be baakolera tebalowooza nti enteekateeka yaabwe egonjodde ekizibu ekyaliwo era, kyekiva gibalemesa okutuukiriza ekigendererwa omusomesa kye yali ateese. Ku bikolwa bino eby’obuyigiriza, kiki ekisinga okuba ekituufu okuyamba abayizi okwaŋŋanga obuzibu mu kuteekateeka omulimu gwabwe?","Baawe amagezi ge banaawa omukozesa, agamuyamba okutegeera ebintu ebyo obuweereza bye bukola obulungi.",Bateese okukola okunoonyereza ku mawulire agafuniddwa okusobola okuzuula n'okutereeza ebitundu ebitatuukirizibwa mu nkulaakulana y'obuweereza.,Bawe amagezi ku ngeri y’okutereezaamu obuweereza obwo obuweereddwa era mubasabe okuddamu okunoonyereza ku byetaago by’abakozesa ebituufu.,"Bakubirize okukola enkyukakyuka ez’amaanyi mu pulojekiti yaabwe era obasabe beebuze ku bakozesa emirundi emirala, nga bassa essira nnyo ku bitundu ebyali tebikulaakulanyiziddwa bulungi mu pulojekiti yaabwe.",,,,B,Technology,Teaching strategies,Secondary,,,,824,C,1.0262570999911986,2332,3,0,B,1.014154300006339,2331,2,0,C,9.7355319000053,2761,723,704,B,12.1457786999963,3057,568,769,C,8.58939310000278,2690,237,,C,2.6794844000105518,2657,4,0,B,6.544109599999501,3472,1,1150,C,0.5314993000065442,2322,1,,B,13.197505399992224,3202.0,1.0,880.0,D,6.182448300009128,2249,211,201
230,Pedagogy Benchmark Luganda,"Omusomesa wa pulayimale yalagidde abayizzi be ab'ekibiina eky'okusattu okusoma nga bwebaddamu olugero olumpi olulagibbwa ku lutimbe. Mukusooka, bali bakusoma kinnomu atte mukasirise, oluvanyumma, baatule, nga bagoberera obubonero obwempandika. Kika ki eky'okuyiga ekifuna mu mu bikolwa ebilagiddwa?",Okukuguka mu byensoma,Okuzzamu ammanyi okusoma okw'okutegera,Okwekeneenya enjatula y'ebigambo,Okummanya okusoma okw'obubonero,,,,A,Technology,Student understanding,Secondary,,,,825,B,1.4197093000111636,2081,3,0,B,0.5785092000005534,2080,2,0,D,7.397278400007053,2347,531,512,B,9.811961300001713,2786,561,667,D,7.749136099999305,2497,310,,D,3.862839900000836,2373,4,0,A,3.6525198000017554,2646,1,575,B,1.0717387999902712,2071,1,,A,11.932127199950628,2748.0,1.0,677.0,D,3.0103075000224635,1890,74,64
231,Pedagogy Benchmark Luganda,"Mu kibiina kya glued 10, omusomesa akolera wamu n'abayizi ku kiruubirirwa kino: “Okutegeera obutandikwa n'amaanyi g'ebintu ebireeta obucaafu mu nampewo.” Ng'omukolo, omusomesa asaba abayizi okukolera mu bibinja okunoonyereza ku bintu ebyo n'amaanyi gaabyo, n'okuteekateeka olutindo lw'obubaka (PowerPoint presentation) nga mulimu amawulire ge bazuula. Ng'ebibinja biyanjula emirimu gyabyo, omusomesa akiraba nti abayizi abasinga bamaliriza nga bagamba nti ebintu ebireeta obucaafu mu nampewo biva ku bantu bokka.

Kati mu bigambo bino omusomesa by'ayogera, ebiruwa ebiyinza okuba eby'omugaso okuyamba abayizi okutereeza emirimu gyabwe n'okutuukiriza ekiruubirirwa?","Kituufu, olaze nti ebikolwa by’abantu birina omukosa omubi nnyo ku bwengula. Wabula, mikutu ki emirala egivaamu obucaafu bw’empewo egitaliimu bikolwa bya bantu? Mikosa ki egiva mu mikutu gy’obucaafu gino?","Obulungi obw'enjawulo, mu kwolesa kwo wasinziddeko nti ffenna tukosebwa obucaafu bw'empewo. Eky'okukola ekisigadde kwe kwongera ku kunoonyereza kuno nga tuddamu ebibuuzo ku tekinologiya ki azza obucaafu mu bbanga? Kiki ky'osobola okuteesa okukendeeza ku bukosefu bw'ebintu ebyo ebivaamu obucaafu?","Omulimu mulungi nnyo, okirizza nti amafuta agasimbibwa mu ttaka ge nsonga enkulu evaaako obucaafu bw’empewo olw’okukozesebwa kwayo ennyo mu bikolwa by’abantu eby’enjawulo. Wabula, olowooza nti ngeri ki amafuta gano agasimbibwa mu ttaka gy’agalina ku mbeera y’obutonde n’obulamu bw’abantu? Ngeri ki ezo ngeri ezo ze tuyinza okukozesa okukendeeza ku buzibu obwo?","Kulungi, olaze bulungi obubi bwa kaboni monoksaidi ng’ekintu ekizza omukka. Naye olina okubuuza nti omuwendo gwa kaboni monoksaidi oguva mu mmotoka z’abantu gwenkana ki ku mwonoonefu gw’omukka? Tuyinza kukendeeza tutya obungi bw’ekifulumizibwa nga tukozesa entambula y’olukale?",,,,A,Technology,Assessment,Secondary,,,,829,A,1.4212077999982284,2615,3,0,B,0.5460943000070984,2614,2,0,A,8.773010900011286,3059,787,768,B,34.22513289999915,4319,1524,1932,A,9.038908000002266,3029,279,,A,3.65807340000174,2977,4,0,A,6.590387399992324,3888,1,1283,A,0.6757003999955487,2605,1,,A,10.336981300031766,3216.0,1.0,611.0,A,3.168002999969758,2367,95,85
232,Pedagogy Benchmark Luganda,"Omusomesa mwaka ogusooka ogwa siniya asaba abayizi be okukola Gantt chart okuteekateeka obuweereza bwe bagenda okukola ku ssomero. Mu kukola Gantt chart, omukulu w'essomero akiraba nti abayizi tebalina kye bamanyi ku kubala budde bwe kinaabatwalira okukola buli kimu ku mirimu gye bagenda okukola era nti tebasobola kumaliriza kuteekateeka buweereza bwe bagenda okukola mu budde. Kiki ku bino omukulu w'essomero ky'ayinza okukola okuyamba abayizi okukola obulungi omulimu ogubaweereddwa?",Laga abayizi eky'okulabirako ky'omulimu ogwa bulijjo ogwetaagisa okulowooza ku budde obwetaagisa okukola omulimu oguddako.,"Saba abayizi okulowooza ku kigendererwa ky'omulimu gwabwe era okuva ku kyo bakole entereeza y'ebintu byonna ebyetaagisa okukola omulimu oguteereddwamu.
","Waayo abayizi embeera ey’okufaananira ddala ng’abalina obuzibu okukola ekintu olw’okuba tebasoose kukola kirala ekyetaagisa okukikola.
","Ng’oli wamu n’abayizi, kola okunoonyereza ku ngeri y’emirimu egiteereddwawo, gikwataganye n’ebiseera ebyassiddwaawo, era weerabire oba ebyo ebyassiddwaawo bituufu.
",,,,D,Technology,Student understanding,Secondary,,,,832,A,1.434144600003492,2316,3,0,B,1.017760000002454,2315,2,0,B,5.08668230001058,2413,403,384,B,6.617860700003803,2778,313,428,A,10.238683100003982,2941,503,,D,3.4644947000051616,2640,4,0,D,5.674229500000365,3303,1,997,A,1.031682599990745,2306,1,,D,11.37357980001252,3021.0,1.0,715.0,D,3.5333688000100665,2125,115,105
233,Pedagogy Benchmark Luganda,"Omusomesa wa pulayimale yalagidde abayizzi be ab'ekibiina eky'okusattu okusoma nga bwebaddamu olugero olumpi olulagibbwa ku lutimbe. Mukusooka, bali bakusoma kinnomu atte mukasirise, oluvanyumma, baatule, nga bagoberera obubonero obwempandika. Kika ki eky'okuyiga ekifuna mu mu bikolwa ebilagiddwa?",Okukuguka mu byensoma,Okuzzamu ammanyi okusoma okw'okutegera,Okwekeneenya enjatula y'ebigambo,Okummanya okusoma okw'obubonero,,,,C,Technology,Teaching strategies,Secondary,,,,834,B,1.0082098999992013,2081,3,0,B,0.9717515999946044,2080,2,0,D,6.326858699991135,2347,531,512,A,11.381432900001528,2698,473,599,D,6.307399500001338,2457,270,,D,2.5102180000103544,2373,4,0,A,4.443285999994259,2792,1,721,B,1.3574439999938477,2071,1,,A,11.174407500016969,2748.0,1.0,677.0,D,3.294464600039646,1917,101,91
237,Pedagogy Benchmark Luganda,"Lowooza ku mbeera eno: Omusomesa ow’abaana abato alina ennyiriri bbiri ez’amatofaali nga zirimu omuwendo gwe gumu, naye ng'olumu lusobola okulabika ng'olusingako obuwanvu kubanga entegeka yalwo ya mabanga.  Omu ku baana ajja eri omusomesa n’agamba nti, ‘Nyabo, olunyiriri luno lulina ematafali mangi okusinga olulala.’ Okusinziira ku ndowooza ya J. Piaget, kiki omwana ky'aba alowooza?",Okutunuulira ekintu ng'okyesigamya ku kintu ekimu,Okutabika n'Okugattika kw'enzikiriza oba obuwangwa,Okukyusa ekintu,Obutakuba nkukira,,,,A,General,Education theories,Pre-primary,,,,846,A,5.861968999990495,948,3,0,D,1.3541566999920178,947,2,0,A,5.347736000010627,1150,339,320,A,6.531963300003554,1252,278,343,A,4.117833500000415,1185,219,,A,2.9905926000064937,1044,4,0,A,4.156238399998983,1634,1,696,A,0.5589595000055851,938,1,,A,9.62535139999818,1498,1.0,560,A,4.29036049998831,961,150,140
238,Pedagogy Benchmark Luganda,"Omwana, ng’atambula ne kitaawe mu nkuba, atunula waggulu mu ggulu n’alaba ebire ng’agamba: ‘Ebire byeraliikirivu, y’ensonga lwaki bikaaba.’ Okusinziira ku Jean Piaget mu nkola ye ey’obwongo, kiki ekiraga endowooza y’omwana eno?",Obusukkulumu bw'emyoyo,Okutabika kw'enzikiriza oba obuwangwa,Obukole bw'abantu,Obubumanyifu,,,,A,General,Education theories,Pre-primary,,,,847,B,1.0614100000093458,871,3,0,B,1.0380936000001384,870,2,0,A,10.629467400009162,1912,1171,1152,B,7.644672599999467,1152,263,298,A,3.5682229999947594,1113,230,,C,2.413077599994722,957,4,0,A,3.606219499997678,1489,1,628,C,0.8270202999992762,861,1,,A,13.124309100036044,1708,,848,A,6.727953499997966,987,246,236
239,Pedagogy Benchmark Luganda,"Ekibinja kya abaana abato aboobulenzi na aboobuwala nga basiiga ekifanaayi ekikubiddwa ku kisenge ekiri mu luggya lwe essomero.Fabian ategeeza omusomesa nti tayagala kusiiga kubanga langi ya pinka ye yali esigaddewo ate langi ya bawala. Omusomesa amutegeza nti langi buli omu teriko balenzi oba bawala ,nti era ageezeko okugiisiigisa nga abasiizi we bakola. Bwe weteegereza mbeera ki omusomesa gyakulaakulanya okusinziira ku kitangaziddwa?","Okusiima omuntu bwe yeejjisa.
","Endowooza omuntu gy’alina ku bubwe
","Obuntu bw'omuntu obukwata ku by'okukwatagana kw'abantu ng'abaami n'abakyala
","Endagabuntu y'ekikula ky'omuntu
",,,,D,General,Student understanding,Pre-primary,,,,851,C,0.6045966000092449,972,3,0,D,0.5543047999963164,971,2,0,C,4.648808599988115,1296,467,448,D,4.788654299991322,1283,287,358,C,4.672245900001144,1317,329,,C,2.2121469999983674,1062,4,0,C,4.262831100000767,1696,1,734,D,0.9892933000082847,962,1,,D,13.30990330001805,1732,1.0,770,C,5.788068299996667,1040,211,201
240,Pedagogy Benchmark Luganda,"Soma embeera eno wammanga: Omusomesa ategeka omulimu oguyitibwa 'omutongole ow'olwaleero', ogw'omwana, buli lunaku, okugabana n'abayizi banne byayagala, ebigendererwa bye, n'eby'amasanyu bye yayagalira ddala okuyita mu bifaananyi, ebijukizo , ebizannyisibwa, n'enjogera ezirimu obumanyirivu. Musingi ki ogw'obusomesa oguliwo mu mbeera eyo waggulu?",Amakulu,Omukwano,Obumu,Obulamu obulungi,,,,C,General,Teaching strategies,Pre-primary,,,,860,A,2.1269122999947285,903,3,0,B,1.050246300001163,902,2,0,C,4.847544000003836,1236,467,448,C,12.782939800003078,1780,862,859,D,5.3967827999877045,1257,344,,C,2.499172700001509,984,4,0,A,4.928870100004133,1676,1,783,A,1.050155700009782,893,1,,B,23.25308340002084,2381,1.0,1488,B,2.709566499979701,859,90,80
241,Pedagogy Benchmark Luganda,"Omusomesa w’ekibiina eky’okuna ng’ali n’abayizi be ku ddembe ly’abaana abalaga embeera eno: “Anita yakubwa omutwe ennyo bwe yagwa okuva ku siriidi ng’azannya ne banne mu luggya lw’essomero. Oluvannyuma lw’akabenje, Anita yatwalibwa mangu omusomesa we mu ddwaaliro, gy’afunira obujjanjabi obwetaagisa.” Oluvannyuma, omusomesa asaba abayizi okutegeera eddembe Anita ly’akozesa mu mbeera eyo era oluvannyuma, okuleeta embeera endala omutwalirwa eddembe lye limu. Ku biraga ebiri wammanga, kiraga ki ekikulu okukebereza okuyiga kw’abayizi mu mulimu ogwo omusomesa gw’aleese?",Zuula ebikulu eddembe ery'abaana.,Balaga eby'obuyinza bye bakozesa mu bulamu bwabwe obwa bulijjo nga bakozesa eby'okulabirako ebyanamadala.,Bakola endowooza ku bukulu bw’okukola dduyiro n’okukuuma eddembe lyabwe,Bategeera ebiseera ebyo eddembe ly'abaana we lityoboolebwa.,,,,B,General,Assessment,Primary,,,,870,C,0.5428737999900477,1074,3,0,A,0.9862293000041972,1073,2,0,D,2.9619292999996105,1200,275,256,B,23.23385770000459,1930,841,1005,D,6.498894299991662,1515,425,,D,3.170128699988709,1176,4,0,B,5.543052099994384,2063,1,999,B,1.6900520000053805,1064,1,,B,11.005081600043924,1730,1.0,666,A,6.669654499972239,1157,232,222
242,Pedagogy Benchmark Luganda,"Omukugu mu by'enjigiriza ateekateeka omulimu abalenzi n'abawala mu kibinja kye mwe bajja okukyalirwa ekibiina ky'abaana abasoma ekibiina ekisooka okuva mu ssomero. Bwe banaatuuka, buli mwana omuto ajja kutuula okumpi n'omwana ow'ekibiina ekisooka, era bajja kukubirizibwa okumanyagana nga banyumya. Oluvannyuma, bajja kusiiga ekifaananyi nga bali wamu era bagende mu luggya bazannye. Ku nkomerero, bajja kwekubagiza mu kibinja kyonna ku ebyo bye baayitamu nga bali wamu. Mu nsonga z’obuyigiriza eziddirira, nsonga ki ey’obuyigiriza ekulizibwaamu nnyo mu bumanyirivu buno obw’okuyiga?",Obumu,Omukwano,Amakulu,Okuwa abantu amaanyi,,,,B,General,Teaching strategies,"Pre-primary, Primary",,,,871,B,1.3983922000043094,992,3,0,B,0.5122029000049224,991,2,0,A,4.572788199991919,1242,403,384,D,13.841343300009612,1650,638,786,B,5.15180859999964,1329,326,,D,3.2535275000118418,1081,4,0,B,5.166220899991458,1851,1,869,A,0.4693799000087892,982,1,,A,17.31855229998473,2075,1.0,1093,B,5.3304852999863215,1022,183,173
243,Pedagogy Benchmark Luganda,"Okusinziira ku muzannyo ng’ekikolwa eky’omubiri ekitegekeddwa, myaka ki omuntu weetaaga okutuukiriza ekimu ku bintu ebikulu eby’omuzannyo, nga kino kiba kwenyigira ng’omuntu kinnoomu okusinga okukolera awamu?
",Emyaka mukaaga egy'obukulu.,Emyaka munaana egy'obukulu.,Emyaka kkumi egy'obukulu.,Emyaka kkumi n'ebiri egy'obukulu.,,,,A,General,Education theories,All,,,,874,C,1.4080197000002954,881,3,0,B,0.5272870999906445,880,2,0,A,25.83166929999425,3436,2707,2688,B,23.969180100000813,1667,776,796,D,3.994418599992059,1125,242,,B,2.735063000000082,951,4,0,C,5.325988299999153,1703,1,832,C,0.5014865999983158,871,1,,A,50.46486180002103,4437,2.0,3565,A,7.830858499975875,1070,341,331
244,Pedagogy Benchmark Luganda,"Bawandiisi ki wammanga abateesa mu ndowooza yabwe eyo kukulakulanya ebyuuma ebikozesa amasanyalaze,Emitendera ena nga bigwa muttuluba lye bakola nga bikyamufu nebyo ebikiikiriddwa okuva 0 mpaka ku myaka 12?",Piaget,Le Boulch,Wallon,Gallhue,,,,B,General,Education theories,All,,,,875,A,1.9665478999959305,834,3,0,C,1.0321113999962108,833,2,0,A,3.15239269999438,919,211,192,A,8.409783900002367,1094,242,278,D,5.422038300006534,1133,286,,D,3.491527499994845,910,4,0,D,4.131526900004246,1455,1,631,A,0.5563450999907218,824,1,,A,15.989924800000152,2038,1.0,1214,D,3.272830899979453,862,154,144
245,Pedagogy Benchmark Luganda,Ki ku bigambo bino wammanga ekiraga enkolagana entuufu wakati w’okukulaakulanya okwagala n’enkolagana ey’oluvannyuma; okusinziira ku ndowooza ya Bowlby(Bowlby's theory)?,Abantu abakula nga balina enkolagana ey’okulusegere n’omukuzza atali nnyabwe baba tebasobola kuba na nkolagana nnungi na balala.,Abantu abalina ababakuza(omukuza) abakyusa mu ngeri gye babafaako mu myaka gyabwe egy'obuto batera okukula nga balina obwetwaze mu nneewulira zaabwe.,Abantu abataalina nkolagana nnungi mu buto bwabwe basobola okuzimba enkolagana ennungi naye batera okuba nga tebeesiga balala.,"Abantu abataakulaakulanya mikwano(nkolagana) mu myaka egy'obuto , batera okunoonya obuyambi n'okubeera okumpi n'abalala, wamu era n'okwoleka enneewulira, ka zibe nnungi oba mbi.",,,,C,General,Education theories,All,,,,880,B,1.901843599989661,1017,3,0,B,1.362801900002523,1016,2,0,C,15.305754599990903,2224,1363,1344,B,27.73361049999949,1899,853,1118,B,4.71431529999245,1320,285,,C,2.5104627999971854,1130,4,0,C,5.23193419999734,1880,1,873,D,0.8933475999947404,1007,1,,C,92.8173883999698,8183,1.0,7176,C,3.342466700007208,949,88,78
246,Pedagogy Benchmark Luganda,"Enkola eno yakozesebwa nnyo mu kusomesa abaana abato nga bayita mu kunoonyereza ku bintu eby’enjawulo ebyakolebwa abantu abakulu nga bakozesa ebintu eby’enjawulo gamba ng’ebyawandiikidwa, ebifaananyi, ne vidiyo. Abaana nabo beenyigira mu kunoonyereza kuno nga boogera ku byo baagala, enkaayana zaabwe, ebyabatuukako, n’embeera endala nnyingi eziyinza okuyambako okusalawo ku nsonga z’okusomesa era nga kiyamba okukulaakulanya engeri zaabwe.
Nteekateeka y’ebisomesebwa ki eyogerwako mu mutundu ogwo waggulu?
","Waldorf
","Omutendera ogwa High Scope
","Montessori
","Reggio Emilia
",,,,D,General,Education theories,Pre-primary,,,,884,D,0.6427858000097331,954,3,0,A,1.035045299999183,953,2,0,D,4.113006300001871,1144,339,320,A,7.418962100011413,1603,625,705,D,5.045284499996342,1263,292,,D,2.7168373000022257,1045,4,0,D,4.528658900002483,1676,1,732,D,0.4832775999966543,944,1,,D,13.461348599987105,1807,1.0,863,D,3.566854400036391,903,98,88
